userId,movieId,rating,timestamp,tmdbId
428,2671,1.0,1111489708,509
414,51084,3.0,1199721810,11172
474,5377,5.0,1087831477,245
249,1722,3.5,1440669132,714
5,296,5.0,847434748,680
484,55820,2.0,1342229134,6977
509,35836,1.5,1436101812,6957
438,4023,3.5,1105649861,5994
64,8961,3.5,1161520721,9806
393,750,5.0,1430506142,935
77,4226,2.5,1535107521,77
567,5952,3.0,1525287070,121
387,46572,4.5,1168587604,18191
280,4306,4.5,1348532168,808
274,7369,1.5,1172024383,11024
227,49272,3.5,1447210566,36557
68,223,1.0,1158531005,2292
534,85414,4.5,1459787998,45612
288,4719,3.0,1014821630,12610
580,44974,3.0,1167790491,2652
483,88954,3.0,1415577518,55465
91,1183,2.5,1112711171,409
610,69122,4.0,1493844961,18785
101,3752,2.0,968441080,2123
434,3863,1.0,1270602440,8843
477,3363,4.0,1200942029,838
249,750,4.0,1346757623,935
334,4235,3.5,1225478937,55
380,81229,4.5,1508805432,39514
453,4160,3.0,1005965926,48217
608,3977,3.5,1117504523,4327
182,6188,3.0,1063274775,11635
483,2394,4.5,1375961431,9837
169,6155,4.5,1059428581,9919
59,41,5.0,953609923,31174
15,1198,4.0,1510571989,85
312,1376,3.0,1043176663,168
375,2002,4.0,1225230234,943
177,87232,4.0,1435524998,49538
18,1221,5.0,1460242083,240
202,2858,4.0,974912414,14
599,1347,2.5,1498517126,377
298,2019,3.0,1466276056,346
47,3408,3.0,1496209899,462
599,45186,3.0,1498523321,956
380,99813,5.0,1493474100,142061
525,2394,3.0,1476478192,9837
519,3408,5.0,1518380314,462
210,72998,5.0,1517173098,19995
34,3996,5.0,1162049140,146
279,8874,3.5,1506394366,747
19,1258,2.0,965704863,694
495,117529,3.5,1458634708,135397
420,5265,3.5,1218039660,9275
307,3774,0.5,1186258870,16096
230,34,2.0,1196304670,9598
438,48516,4.5,1162175590,1422
474,5952,5.0,1046809381,121
427,5107,3.0,1053070855,10592
573,98809,5.0,1370377439,49051
387,53953,3.0,1183271823,3021
414,555,5.0,961513923,319
587,3363,4.0,953138131,838
288,4976,4.0,1034954133,11889
325,2302,3.0,1039395597,10377
274,47099,3.5,1245056112,1402
212,104211,3.5,1490121382,138832
608,7325,4.0,1117506234,9384
583,317,4.0,1481474333,11395
63,5945,1.0,1443200788,2755
274,317,3.0,1171756213,11395
201,597,5.0,939226161,114
42,2492,1.0,996220790,111794
111,68554,4.0,1516141304,13448
414,2916,4.0,961514795,861
603,1225,4.0,953927685,279
474,51540,4.0,1189991053,1949
91,1682,4.0,1112713540,37165
68,6953,2.5,1158533556,470
304,527,5.0,891173070,424
274,79702,3.0,1288866052,22538
153,1198,0.5,1525548264,85
464,231,2.5,1287399493,8467
599,8622,3.5,1519135974,1777
132,8983,3.5,1157924140,9550
601,8961,5.0,1441639891,9806
306,111659,3.5,1518380945,102651
77,5816,5.0,1535107557,672
105,31658,4.0,1446573566,4935
89,61323,2.5,1520408804,4944
112,4993,5.0,1442535783,120
420,2329,4.0,1218037116,73
599,357,2.5,1498517885,712
378,5952,4.5,1445345919,121
177,111759,4.0,1435526621,137113
207,1347,4.0,1258547990,377
397,1077,4.0,1181966563,11561
567,86882,1.5,1525289297,59436
182,3968,4.0,1064782987,1636
7,1,4.5,1106635946,862
268,2599,4.0,940172949,9451
274,43921,4.0,1172024174,7304
168,3543,4.5,1306802277,13776
375,1027,5.0,1225230145,8367
135,3698,3.0,1009693161,865
66,1049,3.5,1113190210,10586
469,1073,5.0,965425565,252
73,122892,5.0,1464282953,99861
39,2118,5.0,974787893,11336
227,97913,4.0,1447210930,82690
240,366,4.0,849123273,11596
321,736,4.0,843212595,664
491,1485,5.0,1522962980,1624
239,4718,3.5,1221866547,2770
132,27721,3.0,1329983565,2841
247,99114,3.5,1467644121,68718
45,5349,5.0,1021412297,557
129,2174,4.5,1167376688,4011
350,786,4.0,864940972,9268
384,1042,2.0,994038709,9591
70,356,4.0,1355198377,13
91,6218,1.5,1112716514,455
437,318,5.0,859721361,278
525,62434,3.5,1476476638,10358
73,61024,4.0,1464282933,10189
182,2916,3.0,1054784608,861
160,95,1.0,971112529,9208
7,4896,4.0,1106636718,671
482,786,4.0,1105395950,9268
115,592,5.0,957647972,268
116,160,4.0,1337200317,10329
579,2387,1.0,958879901,10029
307,1895,2.0,1186087545,15037
103,1954,5.0,1431957501,1366
51,3253,0.5,1230932099,8872
80,44199,5.0,1377308758,388
71,802,5.0,864738036,9294
606,64839,3.0,1291933030,12163
534,100163,4.5,1459787997,60304
14,153,2.0,835441012,414
486,353,5.0,839537298,9495
274,41566,2.5,1171491932,411
570,1485,3.0,1181478252,1624
23,4027,3.0,1107341758,134
330,3176,3.5,1285905667,1213
434,51662,3.5,1270606506,1271
187,7438,4.0,1161849208,393
182,3000,5.0,1054781963,128
358,7254,3.5,1339546402,1954
408,79139,3.5,1468274091,27022
222,1213,4.0,1391350093,769
106,8368,5.0,1467360422,673
586,120635,5.0,1529900178,260346
192,317,3.0,835129031,11395
475,54001,4.5,1498030481,675
448,98154,3.5,1399742901,72976
341,1036,4.0,1487196203,562
414,471,5.0,961514069,11934
68,2288,3.0,1230498441,1091
483,108928,3.5,1415574975,152760
437,454,2.0,859721399,37233
464,31410,4.0,1275550299,613
409,1228,5.0,969059617,1578
288,36401,3.0,1144954113,4442
448,3827,3.0,1021877820,5551
382,55768,3.0,1515171694,5559
307,1093,3.0,1197407444,10537
125,69640,2.5,1474295232,11322
63,1073,3.0,1443201192,252
28,16,2.5,1234570375,524
380,2394,5.0,1493420480,9837
362,1193,5.0,1530637098,510
452,2791,5.0,1019585497,813
524,780,3.0,851608466,602
352,3751,3.0,1493673564,7443
108,497,3.0,1042841018,11971
464,1210,5.0,1275549267,1892
28,7458,4.0,1234516149,652
590,4974,0.5,1258417559,11397
168,57669,4.0,1306802023,8321
268,2770,4.0,940172476,11353
573,1240,4.5,1186722390,218
353,225,3.0,831939713,8984
141,1527,3.5,1513130727,18
390,5296,4.0,1250275193,11812
307,500,2.0,1186160992,788
596,98243,4.0,1535827280,81188
380,968,5.0,1493474405,10331
318,6218,2.5,1421145791,455
57,2376,3.0,969754753,707
332,1391,2.5,1352672850,75
323,1377,2.0,1422640474,364
27,3471,4.0,962686637,840
401,30793,3.0,1514347062,118
444,353,5.0,832682839,9495
285,1704,4.0,1449973307,489
307,55280,4.0,1211305442,6615
64,39183,4.0,1161521523,142
483,3751,3.0,1178215715,7443
525,2916,3.5,1476476479,861
226,1387,3.5,1095662804,578
200,31685,4.0,1229888244,8488
524,193,2.0,851609711,10802
232,761,2.5,1218169518,9826
414,5810,4.0,1037023875,65
326,6867,4.0,1332787044,2056
307,7367,1.0,1186172993,5516
219,6979,2.0,1200978833,860
466,6377,3.5,1439915251,12
474,6874,4.0,1082256514,24
424,3948,4.5,1457846475,1597
600,1693,1.0,1237759778,11831
489,60126,2.5,1333234128,11665
452,3793,4.0,1013394825,36657
599,2325,2.5,1498518900,8675
367,3882,4.0,997813760,1588
57,2804,4.0,965796211,850
573,6539,5.0,1186589649,22
448,593,5.0,1019132717,274
509,71057,4.0,1435992676,12244
204,2329,5.0,1327183122,73
274,6333,4.0,1171944236,36658
19,785,2.0,965706209,11543
334,2968,3.0,1225477260,36819
290,910,5.0,974938064,239
305,64983,4.0,1460136944,2253
247,260,4.0,1467643884,11
68,2993,4.0,1158534022,660
137,919,5.0,1204859924,630
378,36,4.0,1445347078,687
292,60040,3.0,1265679899,1724
177,76251,3.0,1435524838,23483
359,1270,3.0,1198112087,105
177,54286,4.0,1435524449,2503
113,1230,5.0,980087838,703
104,85401,2.5,1352760286,45132
140,7381,2.5,1115290679,2122
217,47,2.0,955942953,807
160,2769,5.0,974493821,19457
233,6377,4.0,1529333689,12
424,223,3.5,1457844055,2292
586,34332,4.0,1529901615,11459
432,72641,3.5,1315244889,22881
379,364,3.0,847397459,8587
111,81537,3.5,1516151406,41733
354,5989,4.0,1200870427,640
9,5378,3.0,1044656811,1894
195,2858,4.0,974706332,14
457,3623,3.0,993610984,955
260,3000,3.5,1109410990,128
380,919,3.0,1493474195,630
353,330,2.0,831940409,25066
328,3489,1.5,1494211528,879
352,3052,4.0,1493673594,1832
22,6502,1.5,1268726926,170
608,4306,4.5,1117491236,808
387,2360,4.5,1155110844,309
144,1961,3.0,1136811794,380
420,3745,3.0,1218036280,7450
226,4734,4.5,1095713433,2294
393,5902,0.5,1430507509,2757
84,1307,5.0,858772673,639
105,6281,4.0,1446750480,1817
28,780,3.0,1234516111,602
204,8815,3.5,1327171060,11026
160,589,5.0,1065992580,280
448,102125,3.0,1380312379,68721
210,77561,4.5,1527266095,10138
132,48997,3.0,1174935289,1427
91,1981,2.0,1112717145,10283
438,315,3.5,1105649564,2636
391,1059,5.0,1030827326,454
290,1641,4.0,974943016,9427
326,743,0.5,1322250513,10535
543,48385,5.0,1230602124,496
156,541,4.0,1106854868,78
484,52973,4.0,1342296762,4964
471,79702,5.0,1496669743,22538
182,1246,4.5,1077804786,207
279,96737,3.5,1506394905,49049
57,2997,4.0,965796886,492
474,49524,3.5,1180012246,2447
104,1688,3.0,1048589328,9444
432,3998,4.0,1335139645,11983
606,45728,4.0,1172969508,2295
580,62,2.0,1167790047,2054
417,3535,3.0,1529283948,1359
434,50872,4.0,1270606813,2062
36,315,0.5,1100803362,2636
413,2706,3.0,1484440050,2105
196,5995,3.0,1460954120,423
266,1136,5.0,944980427,762
232,3826,3.0,1182909768,9383
448,541,4.0,1019123960,78
542,41566,4.0,1163387528,411
137,1233,4.5,1204859784,387
573,2762,4.0,1248842677,745
357,1224,3.5,1348611833,10705
4,3489,1.0,986848908,879
341,3751,3.5,1487285050,7443
581,79132,4.5,1447007371,27205
182,5377,3.5,1055154555,245
356,5952,3.5,1229142865,121
64,3033,3.5,1161529332,957
288,1617,4.5,1079984490,2118
608,919,2.5,1117408378,630
517,84847,0.5,1492339056,183894
328,91658,1.0,1494211282,65754
66,1198,3.0,1104644125,85
222,1485,2.0,1391374528,1624
18,37729,4.0,1455049923,3933
465,2951,4.0,959895496,391
583,39,5.0,1481474136,9603
610,5574,4.0,1493846068,4108
484,8528,4.0,1342297284,9472
322,2858,4.5,1217676241,14
160,158,3.0,971619628,8839
90,1356,4.0,856354100,199
200,1380,5.0,1229887379,621
282,2471,4.5,1378489648,9396
518,6365,4.0,1056907712,604
189,356,4.0,1439465080,13
438,1020,3.0,1106189301,864
239,6539,4.0,1221158445,22
64,33683,4.0,1161529899,10226
599,37384,2.0,1498510349,7553
603,2530,4.0,963177159,1685
136,327,3.0,832449786,9067
603,2500,4.0,963178631,18892
451,494,3.0,854089243,2320
562,1994,4.0,1368895349,609
239,2916,3.0,1221158392,861
298,3578,3.5,1447598079,98
438,1527,4.5,1105664171,18
385,1225,3.0,865026316,279
244,1586,4.0,975093513,4421
169,4995,4.5,1059428888,453
332,4979,3.5,1352674022,9428
542,1407,1.0,1163387841,4232
367,3977,3.0,997813878,4327
219,3114,2.5,1194686222,863
610,7153,5.0,1479545863,122
200,344,4.0,1229877092,3049
606,1246,4.0,1175637546,207
248,33794,3.0,1534591722,272
610,6323,3.0,1493849089,2832
469,1270,3.0,965335350,105
16,2571,3.5,1377476921,603
26,10,3.0,836950403,710
606,2353,3.0,1181333890,9798
586,72998,4.0,1529900138,19995
308,434,1.0,1421374374,9350
402,719,3.0,852552188,9304
292,68793,4.0,1421974422,18360
605,356,3.0,1277097509,13
413,128360,3.0,1484440311,273248
474,31410,3.5,1123505034,613
160,4638,0.5,1065992214,331
509,344,4.0,1436027212,3049
287,1270,3.0,1110231004,105
488,3396,4.0,1112382734,11176
139,4025,2.0,1453924314,1493
514,158830,2.5,1534087215,267935
567,72998,1.0,1525289335,19995
305,70159,4.0,1460137223,21208
334,7293,4.0,1225477809,1824
